word,translatedText
anthrax,anthrax
antichrist,maƙiyin Kristi
antisocial,mai son zaman jama'a
antithesis,antithesis
apache,apache
aphid,aphid
appendicitis,appendicitis
appropriation,kasafi
argue,jayayya
argument,jayayya
arid,m
armaments,makamai
armed,dauke da makamai
arraignment,gurfanarwa
arrears,bashi
arsenic,arsenic
arson,ƙonawa
artillery,manyan bindigogi
ash,toka
ashes,toka
assailant,maharin
astringent,astringent
asylum,mafaka
atheism,rashin yarda da Allah
atherosclerosis,atherosclerosis
attenuated,ya rage
attenuation,attenuation
austerity,tsantseni
autopsy,gawa
avenger,mai ɗaukar fansa
avoidance,kaucewa
awry,wahala
babbling,babbling
baboon,biri
backwards,baya
backwater,ruwan baya
bacteria,kwayoyin cuta
bacterium,kwayan cuta
badger,baja
badness,mugunta
bailiff,ma'aikacin kotu
bale,bale
balm,balm
bandit,ɗan fashi
bang,bang
banger,banger
banished,kore
bankruptcy,fatara
banshee,banshee
barb,barb
barbarism,dabbanci
bark,haushi
barred,an hana
barricade,shinge
batter,batter
battery,baturi
battled,yaƙi
battlefield,fagen fama
bawdy,bawdy
bayonet,bayonet
bearer,mai ɗaukar kaya
beast,dabba
befall,bugawa
behemoth,behemoth
beholden,duba
belt,bel
bender,bender
bier,makara
bigot,girman kai
bigoted,mai girman kai
bile,bile
biopsy,biopsy
birch,birch
birthplace,wurin haifuwa
bite,cizo
black,baki
blackjack,wasan blackjack
blackness,baki
blast,fashewa
blaze,wuta
blight,cuta
blighted,blighted
blinded,makafi
blindly,makafi
blindness,makanta
blob,toshe
blockade,toshewa
blot,goge
blower,abun hurawa
blowout,fashewa
blues,blues
bluff,bluff
blush,kunya
boast,alfahari
boasting,alfahari
bog,bogi
boilerplate,tukunyar jirgi
bombed,bam
bonds,shaidu
boo,boo
booby,bugu
bookworm,littafin littafi
booze,barasa
borrower,mai aro
bottom,kasa
bound,daure
bout,fadan
bovine,bovine
boy,yaro
brag,yin alfahari
brandy,brandy
brawl,faɗa
breakneck,karya
brigade,brigade
broadside,fadin
broil,broil
brothel,gidan karuwai
brunt,rauni
buck,buk
buffet,abinci
bugaboo,buguwa
bulbous,bulbous
bureaucracy,tsarin mulki
bureaucrat,ma'aikaci
burglar,ɓarawo
burglary,sata
burial,binnewa
buried,binne
burke,burki
burnt,konewa
busted,busted
butt,gindi
buzzed,buzzed
cabal,cabal
cacophony,cacophony
cad,cad
cadaver,gawa
cage,keji
calculating,lissafi
calls,kira
campaigning,kamfen
canker,kankara
cannibalism,cin naman mutane
cannon,igwa
captive,fursuna
captivity,zaman talala
captor,mai kamawa
capture,kamawa
carcass,gawa
carcinoma,ciwon daji
cardiomyopathy,cardiomyopathy
caries,caries
carnal,jiki
carnivorous,mai cin nama
cartel,katako
case,hali
casket,akwati
caste,caste
cataract,cataract
catheter,catheter
caution,taka tsantsan
cede,cede
celebrity,shahararre
cemetery,makabarta
cess,cice
cessation,dainawa
chafing,haushi
charade,kawance
chargeable,mai caji
charmed,fara'a
chase,bi
chatty,hira
cheesecake,cuku
chicane,chicane
chloroform,chloroform
cholera,kwalara
chop,sara
cigarette,taba
circumvention,dawafi
clashing,karo
claw,faratu
cloister,cloister
cloudiness,girgije
clump,dunkule
cocaine,hodar iblis
coffin,akwatin gawa
coldness,sanyi
colic,colic
coma,coma
comatose,comatose
combatant,mayaƙi
committal,alkawari
communism,kwaminisanci
communist,dan gurguzu
competition,gasa
complexed,hadaddun
complexity,sarkakiya
complicate,rikitarwa
complicity,haɗin kai
compost,takin
compulsory,tilas
conceal,boye
concealed,boye
concealment,boyewa
concussion,tashin hankali
confine,tsare
confinement,tsarewa
confiscate,kwace
confiscation,kwacewa
conflagration,ƙonewa
conjuring,conjuring
conquest,cin nasara
constipation,maƙarƙashiya
constrain,takura
constraint,ƙuntatawa
contraband,haramtattun kayayyaki
contracted,kwangila
contrary,akasin haka
contrasted,ya bambanta
contravention,sabawa doka
convict,mai laifi
conviction,yakini
coop,cop
copy,kwafi
copycat,kwafin kwafi
coroner,coroner
corporal,kofur
correction,gyara
cough,tari
counsellor,mai ba da shawara
coursing,coursing
covet,kwadayi
cowardice,matsorata
cracking,fashewa
crank,crank
crawl,ja jiki
crazed,hauka
creature,halitta
criminality,laifi
crisp,kintsattse
cross,giciye
crouching,kwanciya
cruciate,giciye
crucifixion,giciye
crunch,crunch
crusade,yaƙin neman zaɓe
crusty,m
crypt,kuka
cuckold,cuckold
cuckoo,kukku
cull,cull
culpability,laifi
cult,ibada
cunning,wayo
cupping,cupping
cur,cur
cursing,la'anta
cursory,la'anci
cutter,abun yanka
cyanide,cyanide
cyclone,guguwa
cyst,mafitsara
cytomegalovirus,cytomegalovirus
dabbling,dabbling
daemon,aljannu
daft,daft
dagger,wuka
dandruff,dandruff
dandy,dandy
dashed,fashe
deactivate,kashewa
debris,tarkace
debtor,bashi
deceased,mamaci
declination,raguwa
decomposition,bazuwar
decrease,raguwa
deduct,cire
default,tsoho
defeat,shan kashi
defection,karkacewa
deferral,jinkirtawa
deflate,ɓata
deflation,kumbura
deformity,nakasa
defraud,zamba
degeneracy,degeneracy
deleterious,m
deletion,shafewa
demented,hauka
dementia,tabin hankali
demolition,rushewa
departed,tafi
departure,tashi
dependence,dogaro
dependency,dogaro
dependent,dogara
deport,fitarwa
deportation,fitarwa
depravity,lalata
depreciate,rage daraja
depreciated,rage daraja
depreciation,rage daraja
depressive,danniya
deprivation,hanawa
deranged,deranged
derelict,m
derogation,wulakanci
desecration,wulakanci
deserted,yashe
desist,daina
detachment,rarrabuwa
detainee,wanda aka tsare
deteriorated,ya lalace
detonate,fashe
detritus,detritus
devolution,juyawa
devour,cinye
diagnosis,ganewar asali
dictatorship,mulkin kama -karya
digress,digress
dilute,tsarma
diminish,ragewa
diminished,raguwa
disability,nakasa
disallowed,an hana
disapproved,ba a yarda ba
discharge,sallama
discipline,horo
discoloration,canza launi
discolored,canza launi
disconnect,cire haɗin
disconnected,katsewa
disconnection,katsewa
discontinue,daina
discriminating,nuna bambanci
disease,cuta
diseased,mai ciwo
disembodied,disembodied
disengagement,rabuwar kai
disfigured,nakasasshe
disinformation,bazuwar bayanai
dismemberment,yankewa
dismissal,sallama
disparity,banbanci
dispassionate,m
dispel,kore
dispersion,watsawa
disposal,zubar
dispossessed,mallaki
disqualification,rashin cancanta
disqualify,cancanta
dissenting,sabanin ra'ayi
disuse,rashin amfani
disused,ba amfani
diverse,iri -iri
divested,juye
divestment,karkatarwa
divorce,saki
dizziness,dizziness
docked,docked
doit,yi
dole,dole
dolor,dolor
dominant,rinjaye
dominate,mamaye
domination,mamayewa
donkey,jaki
doodle,doodle
dour,dour
drainage,magudanar ruwa
drinking,sha
drivel,drivel
drone,drone
drooping,faduwa
drowsiness,bacci
drudgery,gajiya
drunkenness,buguwa
dummy,gunki
dun,dun
duplicity,kwaɗayi
duress,tilastawa
dwarfed,dwarfed
dysentery,ciwon ciki
earthquake,girgizar ƙasa
eavesdropping,eavesdropping
edict,doka
effeminate,lalata
eject,kore
ejection,fitarwa
elusive,m
embargo,takunkumi
embezzlement,almubazzaranci
embolism,embolism
enclave,kewaye
encumbrance,rashin ƙarfi
endangered,cikin haɗari
endemic,na kowa
endless,mara iyaka
enforce,tilasta
enforcement,tilastawa
enigmatic,m
enslavement,bautar
entangled,a haɗe
entrails,ciki
epilepsy,farfadiya
eradicate,kawar da
eradication,kawarwa
erotic,na batsa
erratum,erratum
erupt,fashe
eruption,fashewa
escalate,haɓaka
espionage,leken asiri
euthanasia,euthanasia
evacuate,kwashe
evacuation,fitarwa
evict,korar
exacerbation,tsanantawa
exacting,ƙima
examination,jarrabawa
excavation,hakowa
excess,wuce haddi
excise,excise
excluding,banda
excrement,najasa
execution,kisa
executioner,mai aiwatarwa
exigent,exigent
exorcism,fitarwa
expatriate,ɗan ƙasar waje
expenditure,kashewa
expenses,kashe kudi
expletive,m
explosion,fashewa
expulsion,fitarwa
extinct,bace
extrajudicial,wanda bai dace ba
extremity,matsananci
fade,Fade
faeces,najasa
fainting,suma
fallible,mai kuskure
fallow,faduwa
falsification,karya
falsity,ƙarya
fasting,azumi
fate,kaddara
fawn,fawa
febrile,febrile
fecal,najasa
feces,najasa
fee,kudin
feeling,ji
feigned,ƙage
ferment,kumbura
ferocious,m
feud,rigima
feudal,feudal
feudalism,feudalism
fighting,fada
filibuster,filibuster
firearms,bindigogi
fits,yayi daidai
flabby,flabby
flaccid,m
flap,m
flatulence,kumburin ciki
flea,ƙuma
fleece,ulun
fleshy,jiki
flinch,karkace
flog,bulala
fluctuation,juyawa
foiled,ya ɓata
folly,wauta
forage,kiwo
foray,yi kuskure
force,karfi
forcibly,da karfi
foreclose,rufewa
forego,gafartawa
foreign,bare
foreigner,baƙo
forewarned,gargadi
forfeited,wanda aka ƙwace
forfeiture,ƙwace
forgery,jabu
formless,m
fornication,fasikanci
frailty,rashin ƙarfi
fray,fray
frayed,frayed
frivolous,m
frostbite,sanyi
froth,kumfa
fungus,naman gwari
funk,funk
gaby,gaby
gallows,rataye
gamble,caca
gambler,ɗan caca
gambling,caca
gang,ƙungiya
gaol,gaul
gap,rata
garnish,ado
gash,gashe
gasping,huci
gaunt,guntun
gent,mutunci
geriatric,geriatric
ghostly,fatalwa
glacial,mai sanyi
glaring,haske
gluttony,cin abinci
gnome,gnome
goblin,goblin
godless,marasa tsoron Allah
gonorrhea,gonorrhea
goo,goo
gore,gore
gorge,kwazazzabo
gorilla,gorilla
gory,gori
gouge,goge
gout,gout
government,gwamnati
grab,kwace
grasping,riko
grated,grated
grenade,gurneti
grime,datti
grimy,m
grinding,nika
grizzly,grizzly
groan,nishi
grope,gira
grounded,tushe
growling,kuka
guerilla,'yan daba
guillotine,guillotine
guise,siffantawa
gull,gull
gush,gush
guzzling,m
gypsy,gypsy
hag,hag
hail,ƙanƙara
hairy,m
halfway,rabiway
halter,tsaya
halting,tsayawa
hamstring,cinya
handicap,nakasassu
hanging,rataye
hangman,mai rataya
harbinger,mawaƙa
hardness,taurin
harlot,karuwa
harrowing,damuwa
harry,harry
harshness,tauri
hash,zanta
hashish,hashish
heady,m
hearing,ji
hearsay,ji
hearse,ji
heartache,ciwon zuciya
heartburn,ƙwannafi
heavily,da yawa
hedonism,hedonism
heel,diddige
heighten,kara
hellish,wuta
hemorrhage,zubar jini
hemorrhoids,basur
hermaphrodite,hermaphrodite
heroin,tabar heroin
herpes,herpes
herpesvirus,herpesvirus kamuwa da cuta
hesitation,shakka
hidden,boye
highest,mafi girma
hindering,hanawa
hippie,hippie
hit,buga
hitherto,har zuwa yanzu
hive,hive
hoarse,m
hoary,mahaukaci
hobo,hobo
hog,alade
holocaust,kisan kiyashi
homeless,marasa gida
homicidal,mai kisan kai
homicide,kisan kai
homosexuality,liwadi
hood,kaho
hooked,ƙugiya
hoot,zafi
horribly,abin tsoro
horror,tsoro
horrors,abubuwan ban tsoro
howl,kuka
huff,huci
humble,mai tawali'u
humbug,humbug
hunch,farauta
hungry,yunwa
hunter,mafarauci
hunting,farauta
hurricane,guguwa
hurried,yi sauri
hydra,hydar
hydrocephalus,hydrocephalus
hyperbole,hyperbole
idler,malalaci
idolatry,bautar gumaka
illegality,rashin bin doka
illegible,rashin iya karantawa
imitated,koyi
imitation,kwaikwayo
immaturity,rashin balaga
immediately,nan da nan
impairment,nakasa
impassable,m
impeachment,tsigewa
impersonate,kwaikwayo
impersonation,kwaikwayo
impotence,rashin iyawa
impound,kwace
impracticable,impracticable
imputation,ilmin lissafi
inaccessible,m
inactivity,rashin aiki
inadmissible,mara yarda
inapplicable,wanda ba zai yiwu ba
inattention,rashin kulawa
incalculable,marar lissafin
incapacity,rashin iyawa
incarceration,ɗaurin kurkuku
incase,incase
incest,lalata
incestuous,rashin aure
incineration,ƙonawa
income,samun kudin shiga
incompleteness,rashin cikawa
incrimination,cin zarafi
incubus,incubus
incur,jawo
incurable,maras magani
incursion,kutsawa
indemnify,ba da lada
indenture,indenture
indict,tuhumar
indictment,tuhuma
indistinct,rashin fahimta
inert,inert
inexplicable,wanda ba a iya misaltawa
infanticide,kashe -kashe
infantile,jariri
infarct,infarct
infect,cutar
infectious,mai kamuwa da cuta
inferno,rashin zafi
infertility,rashin haihuwa
infestation,infestation
infidelity,kafirci
infiltration,kutsawa
infirmity,rashin lafiya
inflation,hauhawar farashin kaya
infliction,zalunci
influence,tasiri
influenza,mura
informer,mai ba da labari
infrequently,akai -akai
injunction,umarnin
inmate,fursuna
inoperative,rashin aiki
insolvency,rashin kunya
instigation,zuga
insurgent,m
inter,tsakanin
interdiction,interdiction
interment,tsoma baki
interminable,m
intervention,tsoma baki
intestate,m
intolerant,rashin haƙuri
intoxicated,maye
intrigue,makirci
intruder,mai kutsawa
invade,mamayewa
invalidation,rashin inganci
invasion,mamayewa
involution,shigarwar
irons,baƙin ƙarfe
irreverent,m
irrevocable,ba za a iya juyawa ba
irritability,rashin tausayi
jail,kurkuku
jargon,jargon
jaundice,jaundice
john,john
jornada,jornada
jumble,guguwa
junta,junta
juvenile,yaro
kern,kern
kick,shura
kidnap,sacewa
kite,irin
knell,durƙusa
labored,aiki
laborious,aiki
labyrinth,labyrinth
lace,yadin da aka saka
laden,ɗora Kwatancen
lair,lair
landslide,zaftarewar kasa
languishing,mai rauni
larceny,zalunci
lash,lash
late,marigayi
lateness,jinkiri
latent,latent
latrines,bandaki
lava,lawa
lawyer,lauya
lax,lax
laxative,mai laxative
leeches,leeches
leprosy,kuturta
lesbian,madigo
lessen,rage
lesser,karami
leukemia,cutar sankarar bargo
levy,levy
liaison,mai sadarwa
libel,cin mutunci
liberal,mai sassaucin ra'ayi
lick,lasa
lint,lint
liquor,giya
litigant,mai kara
litigate,yi kara
litter,datti
loaf,gurasa
loafer,loafer
lobbyist,dan lobbyist
lockup,kullewa
locust,fara
lofty,m
loo,loo
loon,loon
loony,loony
lord,ubangiji
loudness,kara
lounge,falo
louse,kuzari
lower,ƙananan
lowering,ragewa
lowlands,ƙananan ƙasa
lumbering,katako
lump,dunƙule
lunacy,hauka
lush,dadi
lust,sha'awa
lustful,m
lynch,kwanciya
mace,mace
mafia,mafia
maggot,tsutsa
makeshift,wucin gadi
malaria,zazzabin cizon sauro
malfeasance,malfeasance
malformation,mummunan aiki
malignancy,muguwar cuta
malpractice,rashin aikin yi
mandamus,mandamus
mange,girma
manslaughter,kisan kai
manure,taki
margin,gefe
maroon,maroon
martingale,martingale
martyr,shahidi
masochism,masochism
materialism,son abin duniya
materialist,mai son abin duniya
maternal,na uwa
meandering,meandering
measles,kyanda
melancholic,melancholic
melee,melee
melodrama,melodrama
mercenary,sojojin haya
metastasis,metastasis
methanol,methanol
midwife,ungozoma
mildew,mildew
militia,'yan bindiga
mimicry,kwaikwayo
minimize,rage girmanta
minimum,mafi ƙarancin
minority,marasa rinjaye
miscarriage,zubar da ciki
misconduct,rashin da'a
misinterpretation,fassarar kuskure
mismanagement,rashin kulawa
mismatch,rashin daidaituwa
misnomer,kuskure
misplace,wuri mara kyau
misplaced,inda bai dace ba
misrepresented,ba da gaskiya ba
mite,mite
mob,taron jama'a
monochrome,monochrome
monopolist,dan siyasa
monsoon,damina
morbidity,cututtuka
morgue,dakin ajiye gawa
morsel,gurasa
mortal,mai mutuwa
mortality,mace -mace
mortuary,dakin ajiye gawa
mosquito,sauro
mother,uwa
muck,tsutsa
mud,laka
muddled,muddled
muff,muff
mug,mug
mule,alfadari
mum,uwa
mumble,kumbura
mumps,mumps
muss,muss
mutant,mutant
mutilated,yanke jiki
mutilation,yankewa
mutiny,tawaye
mutter,gunaguni
muzzle,butulci
myopia,myopia
nab,nab
nadir,nadir
nameless,mara suna
nappy,nappy
narcotic,narcotic
nausea,tashin zuciya
nauseous,tashin zuciya
nay,a'a
needful,m
negligently,sakaci
negro,negro
nether,ko kadan
neuralgia,neuralgia
neurosis,neurosis
nicotine,sinadarin nicotine
nihilism,nihilism
noncompliance,rashin biyayya
nonsensical,marasa ma'ana
noose,sannu
nothingness,banza
nul,nul
nullify,rushe
numbness,numbness
nun,nun
oaf,oaf
obesity,kiba
obi,abin
obit,obit
obituary,rasuwa
oblige,wajibi
obligor,wajibi
obliteration,shafewa
oblivion,mantuwa
obstructive,m
occult,sihiri
odious,m
offense,laifi
offhand,kashe hannu
offing,kashewa
ogre,ogre
olfactory,ƙanshi
oligarchy,oligarchy
omen,zagi
omnipotence,madaukaki
onus,aiki
ooze,zuw
opaque,opaque
operatic,mai aiki
opiate,opiate
opium,opium
opposed,adawa
oppressor,azzalumi
orc,orc
ordnance,tsari
ostensibly,mai yiwuwa
oust,fitar
outhouse,waje
outlandish,m
outstanding,fitacce
ovation,tashin hankali
overburden,yi nauyi
overcast,girgije
overdose,yawan abin sama
overestimated,overestimated
overflow,ambaliya
overgrown,girma
overpowering,rinjaye
owing,saboda
oxidation,hadawan abu da iskar shaka
palsy,gurgunta
pandemic,annoba
pang,wahala
parade,fareti
paralysis,inna
paraphrase,fasara
pare,gaskiya
parrot,aku
parsimonious,m
passivity,wucewa
patch,faci
patronizing,patronizing
patter,patter
pawn,farar fata
payment,biya
peculiarities,peculiarities
pedestrian,mai tafiya a ƙasa
penal,azaba
penetration,shigarwa
penitentiary,gidan yari
perdition,halaka
perishable,mai lalacewa
perished,halaka
perishing,halaka
perpetuation,dawwama
perturbation,rikitarwa
pertussis,pertussis
pessimist,mai hangen nesa
pestilence,annoba
pet,dabbar gida
petroleum,man fetur
phantom,fatalwa
phlegm,phlegm
pickle,abincin tsami
pigeon,tattabara
piles,tara
pimp,pimp
pine,pine
pinion,filayen
piracy,satar fasaha
pirate,ɗan fashin teku
pistol,bindiga
pitfall,rami
plagiarism,satar fasaha
plaintiff,mai gabatar da kara
plated,kwano
player,dan wasa
plodding,shiryawa
plummet,raguwa
plunge,nutse
pneumonia,namoniya
poaching,farauta
poisoning,guba
poke,tsoka
polemic,m
polio,cutar shan inna
pollution,gurbatawa
polygamy,auren mata fiye da daya
pomp,fom
ponderous,mai tunani
pop,pop
porcupine,alade
porn,batsa
porno,batsa
pornographic,labarin batsa
pornography,labarin batsa
pose,matsayi
possessed,mallaki
possession,mallaka
posthumous,bayan mutuwa
postponement,jinkirtawa
pound,laban
prank,wasa
precinct,gundumar
pregnancy,ciki
prejudiced,son zuciya
presentment,gabatarwa
pretended,yi riya
pretensions,tsayuwa
preventive,m
prey,ganima
prickly,prickly
privy,sirri
prodigal,mazinaci
profusion,yaduwa
prohibited,haramta
prohibition,haramta
prolong,tsawaita
promiscuous,lalata
prostitute,karuwa
prostitution,karuwanci
prying,tsutsa
psychosis,tabin hankali
publicist,mai talla
puffy,kumbura
pungent,m
punishing,azabtarwa
punishment,azaba
purgatory,purgatory
purge,purge
pus,tura
quagmire,girgiza kai
quail,kwarto
quell,kashe
quicksilver,mai sauri
quit,sallama
quiver,kwari
quivering,rawar jiki
quiz,Tambaya
quote,faɗi
rabble,m
rabies,rabies
rack,tara
racket,raket
radiation,radiation
radioactive,rediyoaktif
radon,radon
rags,tsummoki
raid,kai hari
ram,rago
rambling,rambling
rancid,rancid
ransom,fansa
raptors,raptors
rat,bera
rating,daraja
raucous,m
rave,rave
ravenous,ravenous
rear,baya
rebel,'yan tawaye
rebut,karyata
recidivism,sake dawowa
reflux,reflux
refractory,m
regulatory,m
rein,sake
rekindle,sake farfadowa
relegation,koma baya
relinquish,sallama
remains,ya rage
remand,aikawa
remedial,gyarawa
remiss,gafartawa
removal,kau
remove,cire
rencontre,recontre
rend,rend
renegade,mai yin ridda
repellant,m
repellent,m
repelling,korewa
reprint,sake bugawa
reprisal,ramuwar gayya
republic,jamhuriya
repulsion,tunkudewa
rescind,sokewa
rescission,sakewa
resist,tsayayya
resistant,m
resisting,tsayayya
restrain,takura
retaliation,ramuwar gayya
retardation,jinkiri
retirement,ritaya
retort,mayar da martani
retraction,janyewa
retrenchment,retrenchment
retribution,azaba
retrograde,retrograde
reversal,juyawa
revive,farfado
revocation,sokewa
revolution,juyin juya hali
revolver,revolver
rheumatism,rheumatism
rickety,rickety
riddled,rudani
rifle,bindiga
rigor,taurin kai
rigorous,m
ringer,ringer
riotous,rudani
robbery,fashi
rook,roko
rotting,rotting
roughness,kauri
rout,rugujewa
row,jere
rowdy,m
rubble,tarkace
rugged,m
ruse,rudu
saber,sabar
sacrifices,sadaukarwa
sarcoma,sarcoma
satanic,shaidan
saturated,m
scab,scab
scaffold,shinge
scalpel,fatar kai
scanty,m
scarecrow,tsorata
scavenger,mai sintiri
scheme,makirci
schism,rarrabuwa
schizophrenia,schizophrenia
sciatica,sciatica
scorpion,kunama
scotch,scotch
scrapie,scrapie
scrimmage,scrimmage
scrub,goge
scrutinize,bincika
scrutiny,bincike
sear,bincike
secession,rabuwa
secluded,kebe
seclusion,warewa
secondhand,hannu na biyu
secretion,asiri
sectarian,mazhaba
seduce,lalata
seduction,lalata
segregate,ware
segregated,wariya
seize,kwace
sensual,sha'awa
separatist,mai ballewa
sepsis,sepsis
septic,septic
sequestration,lalata
serene,kwanciyar hankali
serpent,maciji
servant,bawa
serve,yi hidima
servile,hidima
sewage,najasa
sewerage,magudanar ruwa
shack,shack
shackle,dauri
shaking,girgiza
shanghai,shanghai
shed,zubar
shell,harsashi
shelved,a ajiye
shooting,harbi
shoplifting,sata
shot,harbi
shove,ture
showy,m
shrink,ji ƙyama
shrunk,jiƙewa
shudder,girgiza
sinner,mai zunubi
sinning,yin zunubi
siren,sirrin
sissy,sissy
skewed,karkata
skid,skid
skip,tsallake
skirmish,fadan
slag,kashe
slaughterhouse,mayanka
slaughtering,yanka
slay,kashe
slayer,mai kisan kai
sleet,kwanciya
slimy,siriri
slink,sarƙaƙƙiya
slip,zamewa
slop,gangarawa
slouch,kwanciya
slough,m
slowness,sannu a hankali
sludge,laka
slum,unguwa
slush,ja ruwa
small,karami
smashed,fasa
smattering,guguwa
smirk,murmushi
smite,buga
smoker,mai shan taba
smuggle,yi sumogal
smuggler,mai fasa -kwauri
smuggling,fasa -kwauri
snake,maciji
snarling,kumbura
sneaking,zamewa
sneeze,atishawa
snide,huci
soak,jiƙa
socialist,ɗan gurguzu
soil,ƙasa
soiled,datti
somatic,somatic
soot,toka
sorcery,bokanci
sordid,m
sortie,iri
soulless,marasa rai
soulmate,abokiyar rayuwa
spasm,spasm
spat,tofa
spear,mashi
speck,tabo
spectacle,kallo
specter,kallo
spectral,bakan
speculation,hasashe
spent,kashe
spine,kashin baya
splinter,tsagewa
spoiler,mai ɓarna
spoke,yayi magana
sponge,soso
sprain,guguwa
spree,fashewa
sprite,sprite
squall,tsautsayi
squatter,tsugune
squeamish,kururuwa
squelch,kumbura
staggering,mamaki
stalk,sanda
standoff,tsayawar
staring,kallo
stationary,tsit
stave,tsaya
stealthy,mai sata
sterile,bakararre
sterility,rashin haihuwa
sterling,Sterling
stillborn,matacce
stinking,wari
stint,stint
stocks,hannun jari
stone,dutse
stoned,jifa
stools,stool
stoppage,dakatarwa
storm,hadari
straits,masifa
stranded,makale
stray,bata
strip,tsiri
stripe,tsiri
stripped,ya tube
stroke,bugun jini
subdue,subdue
subject,batun
subsidence,talauci
subsidy,tallafi
subsist,ci gaba
succulent,mai nasara
suffocating,numfashi
suffocation,shaƙewa
summons,sammaci
supremacy,fifiko
surcharge,kari
surly,m
surrendering,mika wuya
surround,kewaye
suspension,dakatarwa
swab,swab
swamp,fadama
swampy,fadama
swastika,swastika
swig,swig
swine,alade
syncope,syncope
synonymous,ma'ana
talons,talon
tantalizing,tantalizing
tardiness,jinkiri
tariff,jadawalin kuɗin fito
tarry,jira
tasteless,m
tax,haraji
teasing,wasa
tedium,tedium
teens,matasa
tenement,tsarawa
terminal,m
termination,ƙarewa
termite,lokaci
terrorist,'yan ta'adda
tetanus,tetanus
tether,tether
theft,sata
theism,ilimin addini
theocratic,tsarin Allah
thief,barawo
thirsty,ƙishirwa
thorn,ƙaya
thresh,busa
thump,buga
thundering,tsawa
tiff,tafe
tipsy,nasiha
tirade,tirade
tiredness,gajiya
tit,tit
toad,toda
tobacco,taba
toilet,bandaki
toils,wahala
tolerate,yi haƙuri
toothache,ciwon hakori
torpedo,torpedo
torrid,torrid
tort,azabtarwa
tortious,azaba
touched,tabawa
tough,tauri
toxin,guba
trance,trance
trappings,tarko
traps,tarkuna
travail,naƙuda
treat,bi da
tremor,rawar jiki
trepidation,tsoro
trespass,wuce gona da iri
tribulation,tsanani
tribunal,kotun
trifle,banza
tripping,tafiya
troll,wasan tsere
trumpet,ƙaho
tumour,ƙari
tumult,tashin hankali
turbulence,tashin hankali
twitch,karkata
typhoon,guguwa
ulcer,miki
unaccountable,wanda ba a iya lissafi
unattached,ba a haɗa ba
unattainable,wanda ba a iya kaiwa gare shi
unauthorized,mara izini
unavoidable,ba makawa
unbeaten,rashin nasara
unbelief,rashin imani
unborn,wanda ba a haifa ba
unbridled,mara tsari
uncanny,aljanu
unchangeable,m
unconscionable,maras tunani
unconscious,suma
uncontrollable,wanda ba a iya sarrafa shi
undesired,maras so
undo,warware
uneducated,marasa ilimi
unfairness,rashin adalci
unfurnished,ba a gama ba
ungodly,marasa tsoron Allah
unholy,marasa tsarki
unimproved,ba a inganta ba
uninitiated,marasa sani
uninspired,ba a yi wahayi ba
unintentionally,da gangan
uninterested,ba ruwansa
uninteresting,m
unmanageable,wanda ba a iya sarrafawa
unofficial,mara izini
unpaid,wanda ba a biya ba
unprotected,mara kariya
unpublished,ba a buga ba
unrequited,ba a karanta ba
unsightly,maras kyau
unsuitable,m
unsung,ba a santa ba
unsympathetic,marasa tausayi
untamed,maras sani
untidy,rashin tsari
untie,kwance
untitled,ba a sa masa suna
untold,marar labari
untoward,ba daidai ba
untrained,marasa tarbiyya
unwashed,ba a wanke ba
unwitting,rashin sani
uphill,tudu
urchin,urchin
usurped,kwace
usury,riba
vacancy,wuri
vacuous,m
vampire,vampire
vanished,ya ɓace
varicella,varicella
varicose,varicose
vegetative,ciyayi
vendetta,makwabta
verbosity,verbosity
verge,gefe
vermin,kwari
versus,gabansa
vertigo,vertigo
veto,veto
villain,mugu
visitation,ziyara
vixen,vixen
volcano,aman wuta
voodoo,voodoo
vote,jefa ƙuri'a
vulgarity,alfasha
vulture,ungulu
waffle,waffle
wait,jira
wan,wan
wanting,so
warden,mai gadin gidan
ware,ware
wart,wart
watery,mai ruwa
waver,girgiza
weakened,ya raunana
weakly,mai rauni
wear,sa
wearily,gajiya
weeds,ciyawa
weight,nauyi
weirdo,weirdo
wen,wen
wench,jin zafi
whack,kwace
whim,kumburi
whip,bulala
whirlwind,guguwa
whisky,wuski
wildcat,dabbar daji
wildfire,wutar daji
willful,da gangan
wimp,wimp
witch,boka
witchcraft,maita
withdraw,janye
wither,bushe
withered,ya bushe
words,kalmomi
worm,tsutsa
wrangling,rigima
wrecked,fashe
wrench,baƙin ciki
wrestling,kokawa
wrongdoing,zalunci
wry,wry
xenophobia,kyamar baki
yawning,hamma
yearning,buri
yell,ihu
yellows,rawaya
yelp,yelp
zip,zip
