word,machine_translation,human_translation,machine_translation_updated
correspondence,rubutu,dangataka,dangataka
corroborate,tabbatar,NA,tabbatar
cosmopolitan,na duniya,na mabambanta al'uma,na mabambanta al'uma
cosy,jin dadi,NA,jin dadi
council,majalisa,NA,majalisa
counsel,shawara,NA,shawara
counselor,mai ba da shawara,NA,mai ba da shawara
count,ƙidaya,NA,ƙidaya
countess,ƙima,NA,ƙima
courtship,zawarci,alakar soyayya kafin aure,alakar soyayya kafin aure
cove,rufewa,NA,rufewa
cradle,shimfiɗar jariri,NA,shimfiɗar jariri
craft,sana'a,NA,sana'a
craftsman,mai sana'a,NA,mai sana'a
cream,kirim,mai,mai
create,ƙirƙiri,NA,ƙirƙiri
credential,takardun shaida,NA,takardun shaida
credibility,dogara,NA,dogara
credit,daraja,NA,daraja
creditable,mai daraja,NA,mai daraja
credited,aka bashi,bayarwa,bayarwa
crescendo,crescendo,hauhawa,hauhawa
critique,suka,NA,suka
crowning,kambi,NA,kambi
crucial,mahimmanci,NA,mahimmanci
crystal,lu'ulu'u,NA,lu'ulu'u
cuddle,rungume,NA,rungume
culinary,dafuwa,na girki,na girki
culmination,ƙarshe,NA,ƙarshe
cultivate,noma,NA,noma
cultivated,horar da,NA,horar da
cultivation,noman,noma,noma
culture,al'ada,NA,al'ada
cunning,wayo,NA,wayo
curable,mai warkarwa,NA,mai warkarwa
curiosity,son sani,NA,son sani
curl,lanƙwasa,NA,lanƙwasa
cushion,matashi,NA,matashi
customer,abokin ciniki,NA,abokin ciniki
cutters,masu yankewa,NA,masu yankewa
dame,dame,ranki ya dade,ranki ya dade
dance,rawa,NA,rawa
daughter,'ya,NA,'ya
deal,yarjejeniyar,NA,yarjejeniyar
debate,muhawara,NA,muhawara
declaratory,bayyanawa,NA,bayyanawa
dedication,sadaukarwa,NA,sadaukarwa
defend,kare,NA,kare
defended,kare,NA,kare
defending,karewa,NA,karewa
defense,tsaro,NA,tsaro
definitive,tabbatacce,NA,tabbatacce
degree,digiri,NA,digiri
delegate,wakili,NA,wakili
deliberate,da gangan,NA,da gangan
deliverance,kubutarwa,rarrabawa,rarrabawa
delivery,isarwa,NA,isarwa
democracy,dimokuradiyya,NA,dimokuradiyya
demonstrable,nunawa,NA,nunawa
demonstrative,mai nunawa,NA,mai nunawa
dependent,dogara,NA,dogara
depth,zurfin,zurfi,zurfi
descriptive,mai siffantawa,NA,mai siffantawa
deserve,cancanci,NA,cancanci
deserved,cancanci,NA,cancanci
designer,zanen,mai zanawa,mai zanawa
destination,manufa,iyaka,iyaka
detect,gane,NA,gane
detection,ganewa,NA,ganewa
determination,ƙuduri,NA,ƙuduri
develop,ci gaba,NA,ci gaba
devotional,ibada,NA,ibada
dexterity,dabara,NA,dabara
diary,littafin diary,kundi,kundi
dictionary,kamus,NA,kamus
didactic,wasan kwaikwayo,NA,wasan kwaikwayo
dietary,na abinci,NA,na abinci
dinner,abincin dare,NA,abincin dare
diplomacy,diflomasiyya,NA,diflomasiyya
director,darekta,mai bada umarni,mai bada umarni
discovery,ganowa,NA,ganowa
discreet,m,mai  fahimta,mai  fahimta
discretion,hankali,NA,hankali
discretionary,m,mai taka tsantsan,mai taka tsantsan
discussion,tattaunawa,NA,tattaunawa
disinfection,disinfection,kore kwayoyin cuta,kore kwayoyin cuta
disposed,zubar,NA,zubar
disseminate,yada,NA,yada
distillation,distillation,tsaftacew,tsaftacew
ditty,ditty,gajeriyar waka,gajeriyar waka
diverse,iri -iri,NA,iri -iri
diversion,shagala,rarrabawa,rarrabawa
divinity,allahntaka,lamarin ubangiji,lamarin ubangiji
doctor,likita,NA,likita
doer,mai aikatawa,NA,mai aikatawa
dogged,kare,nokewa,nokewa
dolphin,dabbar dolphin,babban kifi,babban kifi
don,don,sanyawa,sanyawa
donation,kyauta,karo-karo,karo-karo
dove,kurciya,NA,kurciya
downy,downy,mai gashi buzu buzu,mai gashi buzu buzu
duet,duet,gasar waka ta mutum biyu,gasar waka ta mutum biyu
duke,sarki,NA,sarki
durability,karko,NA,karko
dutiful,mai biyayya,NA,mai biyayya
earl,kunne,bafade,bafade
earn,sami,NA,sami
easement,sauƙi,NA,sauƙi
eat,ci,NA,ci
edification,gyarawa,NA,gyarawa
educate,ilimantar,NA,ilimantar
educational,ilimi,NA,ilimi
efficacy,inganci,NA,inganci
efficiency,inganci,NA,inganci
effort,ƙoƙari,NA,ƙoƙari
ejaculation,fitar maniyyi,NA,fitar maniyyi
elaboration,bayani,NA,bayani
elder,dattijo,NA,dattijo
elders,dattawa,NA,dattawa
elect,zaɓaɓɓu,NA,zaɓaɓɓu
electric,lantarki,NA,lantarki
electricity,wutar lantarki,NA,wutar lantarki
elevation,dagawa,NA,dagawa
eligible,m,wanda ya cancanta,wanda ya cancanta
elucidate,bayyana,NA,bayyana
emancipation,'yanci,NA,'yanci
emeritus,fitowar,farfesa mai ritaya,farfesa mai ritaya
eminently,na musamman,NA,na musamman
emir,sarki,NA,sarki
emulate,yi koyi,NA,yi koyi
enable,ba da dama,NA,ba da dama
enablement,iyawa,NA,iyawa
encore,ƙulla,NA,ƙulla
encyclopedia,Encyclopedia,littafin duniya,littafin duniya
endeavor,ƙoƙari,NA,ƙoƙari
endless,mara iyaka,NA,mara iyaka
endow,ba da,NA,ba da
endowed,kyauta,NA,kyauta
endowment,kyauta,NA,kyauta
endurance,jimiri,juriya,juriya
endure,jimre,jure,jure
enforce,tilasta,NA,tilasta
engaged,tsunduma,shiga,shiga
ensemble,tara,NA,tara
ensign,sanya alama,NA,sanya alama
entertained,nishaɗi,NA,nishaɗi
entertainment,nishaɗi,NA,nishaɗi
environ,kewaye,NA,kewaye
ephemeris,ephemeris,rubutun shekara,rubutun shekara
epic,almara,NA,almara
epitome,misali,NA,misali
equality,daidaito,NA,daidaito
equally,daidai,NA,daidai
equilibrium,ma'auni,NA,ma'auni
equity,adalci,NA,adalci
erotic,na batsa,NA,na batsa
errand,aiki,NA,aiki
escape,tsere,NA,tsere
esprit,esprit,tabbatar rayuwa,tabbatar rayuwa
essential,mahimmanci,NA,mahimmanci
established,kafa,NA,kafa
esteem,daraja,NA,daraja
esthetic,na roba,mai dadin dandano,mai dadin dandano
ethics,xa'a,da'a,da'a
evergreen,har abada,NA,har abada
evident,bayyananne,NA,bayyananne
evolution,juyin halitta,NA,juyin halitta
exchange,musayar,NA,musayar
excitable,m,motsa rai,motsa rai
excitation,zumudi,NA,zumudi
exemption,keɓancewa,NA,keɓancewa
exhort,yi wa'azi,NA,yi wa'azi
exhortation,gargaɗi,NA,gargaɗi
existence,wanzuwar,NA,wanzuwar
exotic,m,na daban,na daban
expect,jira,NA,jira
expectation,tsammanin,NA,tsammanin
expedient,m,na sa kai,na sa kai
expedition,balaguro,NA,balaguro
experienced,gogaggu,NA,gogaggu
expert,gwani,NA,gwani
expertise,gwaninta,NA,gwaninta
explain,bayyana,NA,bayyana
extensive,m,mai fadi,mai fadi
extra,karin,kari,kari
extricate,fitar,NA,fitar
facts,gaskiya,NA,gaskiya
faculty,baiwa,NA,baiwa
fain,fain,shiri,shiri
familiar,saba,NA,saba
familiarity,saba,sabo,sabo
favoritism,son zuciya,NA,son zuciya
feature,sifa,NA,sifa
fellow,aboki,NA,aboki
fellowship,zumunci,NA,zumunci
female,mace,NA,mace
festival,biki,NA,biki
fete,kafa,biki,biki
fiesta,fiesta,biki,biki
finally,a ƙarshe,NA,a ƙarshe
finery,kayan ado,NA,kayan ado
finesse,finesse,iyawa,iyawa
fireball,kwallon wuta,mara gajiya,mara gajiya
fireproof,wuta,abinda ba ya konewa,abinda ba ya konewa
firmness,ƙarfi,NA,ƙarfi
firstborn,ɗan fari,NA,ɗan fari
fitting,dacewa,NA,dacewa
fixture,tsayarwa,NA,tsayarwa
fleet,rundunar jiragen ruwa,NA,rundunar jiragen ruwa
flirt,kwarkwasa,NA,kwarkwasa
floral,na fure,NA,na fure
flow,kwarara,NA,kwarara
flowery,furanni,NA,furanni
flush,ja ruwa,NA,ja ruwa
flying,tashi,NA,tashi
focus,mayar da hankali,NA,mayar da hankali
food,abinci,NA,abinci
football,kwallon kafa,NA,kwallon kafa
forbearance,haƙuri,NA,haƙuri
fore,gaba,NA,gaba
forefathers,magabata,NA,magabata
foregoing,baya,abinda ya gabata,abinda ya gabata
foreman,shugaba,NA,shugaba
forerunner,magabaci,NA,magabaci
foresee,hango,NA,hango
foreseen,hangen nesa,NA,hangen nesa
forge,ƙirƙira,NA,ƙirƙira
forgiven,gafarta,NA,gafarta
formative,m,cigaba,cigaba
formula,dabara,NA,dabara
forte,karfi,NA,karfi
forthcoming,mai zuwa,NA,mai zuwa
fortify,ƙarfafa,NA,ƙarfafa
fortress,sansanin soja,NA,sansanin soja
forward,gaba,NA,gaba
found,samu,NA,samu
foundation,tushe,NA,tushe
frank,m,karara,karara
frankness,faɗin gaskiya,NA,faɗin gaskiya
fraternal,yan'uwan juna,NA,yan'uwan juna
freely,da yardar kaina,a kyauta,a kyauta
friend,aboki,NA,aboki
friendship,abota,NA,abota
full,cika,NA,cika
fully,cikakke,NA,cikakke
fundamental,na asali,NA,na asali
fuse,fis,hada abubuwa,hada abubuwa
fusion,haɗuwa,NA,haɗuwa
garden,lambu,NA,lambu
garnet,garnet,karo,karo
garrison,gardi,NA,gardi
gazette,gazette,takardun bayanai,takardun bayanai
gear,kaya,daidaita matuki,daidaita matuki
general,janar,NA,janar
genteel,gantali,mutunci,mutunci
gentleman,mutum,nitsatstsen mutum,nitsatstsen mutum
gentleness,tawali'u,NA,tawali'u
gentry,mutunci,NA,mutunci
geranium,geranium,kananan fulawoyi,kananan fulawoyi
gigantic,babba,NA,babba
giggle,yi dariya,NA,yi dariya
girder,girder,karfe mai tsatsa,karfe mai tsatsa
giving,bayarwa,NA,bayarwa
glide,glide,walkawa,walkawa
glittering,kyalli,NA,kyalli
glorification,tasbihi,NA,tasbihi
gloss,mai sheki,NA,mai sheki
godly,mai ibada,NA,mai ibada
goods,kaya,NA,kaya
gospel,bishara,waken addini,waken addini
govern,mulki,NA,mulki
graduation,kammala karatu,NA,kammala karatu
grandchildren,jikoki,NA,jikoki
grandmother,kaka,NA,kaka
green,kore,NA,kore
gregarious,gaisuwa,NA,gaisuwa
grist,grist,irin shuka,irin shuka
grit,grit,kwantsi,kwantsi
groundwork,aikin ƙasa,NA,aikin ƙasa
grow,girma,NA,girma
guard,mai gadi,kiyaye,kiyaye
guardian,mai kula,NA,mai kula
guardianship,rikon amana,NA,rikon amana
gubernatorial,gwamna,NA,gwamna
guide,jagora,NA,jagora
guidebook,littafin jagora,NA,littafin jagora
guru,guru,shugaban masu bauta,shugaban masu bauta
guts,gutsure,NA,gutsure
gymnast,mai wasan motsa jiki,NA,mai wasan motsa jiki
habitat,mazauni,NA,mazauni
harvest,girbi,NA,girbi
haven,mafaka,NA,mafaka
healing,waraka,NA,waraka
hearth,murhu,NA,murhu
heavens,sammai,NA,sammai
hedonism,hedonism,neman makurar dadi,neman makurar dadi
heft,heft,dagawa,dagawa
helmet,kwalkwali,NA,kwalkwali
helper,mataimaki,NA,mataimaki
herbal,ganye,na ganyayyaki da saiwowi,na ganyayyaki da saiwowi
heroics,jarumtaka,NA,jarumtaka
heroism,jarumtaka,NA,jarumtaka
heyday,rana,NA,rana
highest,mafi girma,NA,mafi girma
hilarity,walwala,NA,walwala
hire,haya,NA,haya
hobby,abin sha'awa,NA,abin sha'awa
holiday,biki,NA,biki
holiness,tsarki,NA,tsarki
homology,homology,dacewar mu'amala,dacewar mu'amala
honey,zuma,NA,zuma
honeymoon,gudun amarci,kwanakin amarci,kwanakin amarci
horizon,sararin sama,NA,sararin sama
hospitality,liyãfa,kara,kara
household,gida,lamarin gida,lamarin gida
housekeeping,aikin gida,NA,aikin gida
humanitarian,agaji,NA,agaji
humanity,bil'adama,NA,bil'adama
humbled,kaskantar da kai,NA,kaskantar da kai
humbly,da tawali'u,NA,da tawali'u
humorist,mai barkwanci,NA,mai barkwanci
husbandry,aikin gona,kiwo,kiwo
hush,yi shiru,NA,yi shiru
hut,bukka,NA,bukka
hygienic,tsafta,NA,tsafta
hymn,waƙar yabo,NA,waƙar yabo
idealism,manufa,NA,manufa
illumination,haske,NA,haske
illustrate,kwatanta,NA,kwatanta
immediately,nan da nan,NA,nan da nan
immerse,nutse,NA,nutse
immovable,maras motsi,NA,maras motsi
impart,ba da,NA,ba da
impervious,m,mai kariya,mai kariya
impression,ra'ayi,NA,ra'ayi
improvise,inganta,samar da abu,samar da abu
inalienable,wanda ba a iya raba shi,NA,wanda ba a iya raba shi
inauguration,kaddamarwa,NA,kaddamarwa
incisive,m,fahimta ko zurfin tunani,fahimta ko zurfin tunani
include,hada da,NA,hada da
included,hada da,NA,hada da
including,hada da,NA,hada da
inclusive,kunshi,NA,kunshi
income,samun kudin shiga,NA,samun kudin shiga
indelible,wanda ba ya karewa,wanda ba ya sauyuwa,wanda ba ya sauyuwa
indemnity,diyya,NA,diyya
independence,'yancin kai,NA,'yancin kai
individuality,daidaici,NA,daidaici
indomitable,wanda ba zai iya jurewa ba,NA,wanda ba zai iya jurewa ba
ineffable,wanda ba zai yiwu ba,NA,wanda ba zai yiwu ba
infant,jariri,NA,jariri
infiltration,kutsawa,NA,kutsawa
infinite,mara iyaka,NA,mara iyaka
infinity,rashin iyaka,NA,rashin iyaka
influence,tasiri,NA,tasiri
information,bayanai,NA,bayanai
inheritance,gado,NA,gado
inimitable,m,sosa zuciya,sosa zuciya
innocence,rashin laifi,NA,rashin laifi
innocent,marar laifi,NA,marar laifi
innocently,marar laifi,NA,marar laifi
inquirer,mai tambaya,NA,mai tambaya
inquiry,bincike,NA,bincike
inseparable,wanda baya rabuwa,NA,wanda baya rabuwa
insignia,alama,NA,alama
inspector,sufeto,NA,sufeto
instinctive,ilhami,NA,ilhami
instruct,koyar,NA,koyar
instruction,koyarwa,NA,koyarwa
instructor,malami,NA,malami
insure,inshora,NA,inshora
intellect,hankali,NA,hankali
intellectual,mai hankali,NA,mai hankali
intended,nufi,NA,nufi
intercourse,saduwa,NA,saduwa
interior,ciki,NA,ciki
interlocutory,masu hulda da juna,NA,masu hulda da juna
interlude,interlude,tsakani,tsakani
interminable,m,mai tsayi,mai tsayi
intervention,tsoma baki,NA,tsoma baki
intonation,karin magana,NA,karin magana
intrepid,mara tsoro,NA,mara tsoro
intuition,ilhami,NA,ilhami
invariably,akai -akai,NA,akai -akai
inventor,mai ƙirƙira,NA,mai ƙirƙira
investigate,bincika,NA,bincika
invitation,gayyata,NA,gayyata
iron,baƙin ƙarfe,NA,baƙin ƙarfe
irreducible,wanda ba zai iya ragewa ba,NA,wanda ba zai iya ragewa ba
irrefutable,wanda babu makawa,NA,wanda babu makawa
jackpot,jackpot,Gam-da-katar,Gam-da-katar
jam,jam,cunkoso,cunkoso
jest,barkwanci,NA,barkwanci
job,aiki,NA,aiki
joined,shiga,NA,shiga
joker,joker,mai ban dariya,mai ban dariya
joking,wasa,NA,wasa
journalist,ɗan jarida,NA,ɗan jarida
journey,tafiya,NA,tafiya
jubilee,jubili,taron murna,taron murna
judicial,shari'a,NA,shari'a
jump,tsalle,NA,tsalle
justifiable,mai gaskiya,NA,mai gaskiya
justification,gaskatawa,NA,gaskatawa
keepsake,kiyayewa,NA,kiyayewa
ken,ken,abin da ake fahimta,abin da ake fahimta
keynote,muhimmin batu,NA,muhimmin batu
keystone,ginshiƙi,NA,ginshiƙi
kindred,dangi,NA,dangi
king,sarki,NA,sarki
kitten,yar kyanwa,NA,yar kyanwa
knack,gwaninta,NA,gwaninta
knight,jarumi,NA,jarumi
knowing,sani,NA,sani
knowledge,ilmi,NA,ilmi
labor,aiki,NA,aiki
lace,yadin da aka saka,NA,yadin da aka saka
lamb,dan tunkiya,NA,dan tunkiya
land,ƙasa,NA,ƙasa
landed,sauka,NA,sauka
laser,Laser,haske,haske
laughter,dariya,NA,dariya
launch,ƙaddamar,NA,ƙaddamar
laureate,mai lambar yabo,NA,mai lambar yabo
laurel,laurel,yabon,yabon
laurels,laurel,NA,laurel
leader,shugaba,NA,shugaba
league,league,gasa,gasa
learn,koyi,NA,koyi
learning,ilmantarwa,NA,ilmantarwa
lecturer,malami,NA,malami
leeway,leeway,hanyar jirgi,hanyar jirgi
legalized,halatta,NA,halatta
legibility,halacci,NA,halacci
legible,mai iya karantawa,halattacce,halattacce
leisure,dama,dadi,dadi
leisurely,cikin nishaɗi,NA,cikin nishaɗi
lemma,lema,dasisa,dasisa
lesson,darasi,NA,darasi
lettered,wasika,NA,wasika
level,matakin,NA,matakin
liberal,mai sassaucin ra'ayi,NA,mai sassaucin ra'ayi
library,ɗakin karatu,NA,ɗakin karatu
lifeblood,jinin rai,ginshiki,ginshiki
lighthouse,hasumiya,NA,hasumiya
linguist,masanin harshe,NA,masanin harshe
lion,zaki,NA,zaki
lithe,lithe,siriri,siriri
longevity,tsawon rai,NA,tsawon rai
lord,ubangiji,NA,ubangiji
lordship,ubangiji,NA,ubangiji
lovemaking,soyayya,NA,soyayya
luscious,NA,mai dadi sosai,mai dadi sosai
lyre,waka,NA,waka
magnet,maganadisu,NA,maganadisu
maiden,budurwa,NA,budurwa
main,babba,NA,babba
mainstay,ginshiƙi,NA,ginshiƙi
major,babba,NA,babba
majority,rinjaye,NA,rinjaye
manage,sarrafa,NA,sarrafa
management,gudanarwa,NA,gudanarwa
mandarin,mandarin,yaren sin,yaren sin
manhood,namiji,mazakuta,mazakuta
manifested,bayyana,NA,bayyana
manly,namiji,NA,namiji
manna,manna,abin kasaita,abin kasaita
mannered,ladabi,NA,ladabi
manners,halaye,NA,halaye
manufacturer,masana'anta,NA,masana'anta
march,tafiya,NA,tafiya
marked,alama,NA,alama
marketable,mai kasuwa,NA,mai kasuwa
marquis,marci,NA,marci
marriage,aure,NA,aure
marrow,bargo,NA,bargo
marry,aure,NA,aure
marshal,marshal,jagoran 'yan doka,jagoran 'yan doka
masculine,namiji,NA,namiji
massage,tausa,NA,tausa
mate,aboki,NA,aboki
maternal,na uwa,NA,na uwa
matrimony,aure,NA,aure
matron,matron,mace mai aikin agaji a asibiti,mace mai aikin agaji a asibiti
maximum,matsakaicin,NA,matsakaicin
mayor,magajin gari,NA,magajin gari
meadow,makiyaya,NA,makiyaya
measured,auna,NA,auna
mediate,matsakaici,NA,matsakaici
mediation,matsakaici,NA,matsakaici
mediator,matsakanci,NA,matsakanci
medical,likita,na magani,na magani
meditate,yin zuzzurfan tunani,NA,yin zuzzurfan tunani
mediterranean,mediterranean,na cikin ruwan medetireniyan,na cikin ruwan medetireniyan
medley,medley,gwamitsi,gwamitsi
memento,abin tunawa,NA,abin tunawa
mending,gyarawa,NA,gyarawa
menses,haila,NA,haila
mentor,mai jagoranci,NA,mai jagoranci
merge,hade,NA,hade
metropolitan,babban birni,NA,babban birni
mettle,mettle,juriya,juriya
microscopy,madubin dubawa,NA,madubin dubawa
midwife,ungozoma,NA,ungozoma
midwifery,ungozoma,NA,ungozoma
mime,mime,kwaikwayo,kwaikwayo
mindful,m,mai kula,mai kula
mindfulness,hankali,NA,hankali
ministry,hidima,hukuma,hukuma
missionary,mishan,yan yada addini,yan yada addini
model,samfurin,NA,samfurin
moderate,matsakaici,NA,matsakaici
moderator,mai daidaitawa,NA,mai daidaitawa
momentum,ƙarfin hali,NA,ƙarfin hali
monetary,kudi,NA,kudi
money,kudi,NA,kudi
monk,sufi,NA,sufi
monument,abin tunawa,NA,abin tunawa
moral,halin kirki,NA,halin kirki
morals,dabi'u,NA,dabi'u
mortar,turmi,NA,turmi
mother,uwa,NA,uwa
motherhood,uwa,NA,uwa
motive,dalili,NA,dalili
movable,m,mai motsi,mai motsi
mover,mai motsawa,NA,mai motsawa
mug,mug,fuskar mutum,fuskar mutum
muscular,tsoka,NA,tsoka
music,kiɗa,NA,kiɗa
musical,m,na kida,na kida
mutable,mutable,wanda ba a ji,wanda ba a ji
mutual,juna,NA,juna
nap,kwanta,rintsawa,rintsawa
naturalist,masanin halitta,NA,masanin halitta
nectar,ruwan zuma,NA,ruwan zuma
needle,allura,NA,allura
negotiate,tattauna,NA,tattauna
negotiator,mai sasantawa,NA,mai sasantawa
neighbor,makwabci,NA,makwabci
nerve,jijiya,NA,jijiya
nestle,gida,shekar tsuntsaye,shekar tsuntsaye
nobility,daraja,NA,daraja
nobleman,mai martaba,NA,mai martaba
nomination,gabatarwa,NA,gabatarwa
normality,daidaituwa,NA,daidaituwa
notable,sananne,NA,sananne
notables,mashahuran,NA,mashahuran
noted,lura,NA,lura
notion,ra'ayi,NA,ra'ayi
notoriety,sananne,NA,sananne
numbers,lambobi,NA,lambobi
nurse,m,ma'aikaciyar jiyya,ma'aikaciyar jiyya
nursery,gandun daji,wajen raino,wajen raino
nurture,tarbiyya,NA,tarbiyya
nutritious,mai gina jiki,NA,mai gina jiki
oak,itacen oak,NA,itacen oak
oath,rantsuwa,NA,rantsuwa
obedience,biyayya,NA,biyayya
objective,haƙiƙa,NA,haƙiƙa
obliging,wajibi,NA,wajibi
observant,mai lura,NA,mai lura
obvious,bayyananne,NA,bayyananne
occupant,mai zama,NA,mai zama
occupation,sana'a,NA,sana'a
occupy,mamaye,NA,mamaye
offer,tayin,tayi,tayi
officer,jami'in,jami'i,jami'i
offset,biya diyya,rage ko daidaita karfin wani abu,rage ko daidaita karfin wani abu
offshoot,kashewa,NA,kashewa
omnipotence,madaukaki,NA,madaukaki
omniscient,masani,NA,masani
opera,wasan opera,wasan zaure,wasan zaure
opportune,dace,NA,dace
optimist,mai kyakkyawan fata,NA,mai kyakkyawan fata
option,zaɓi,NA,zaɓi
optional,na tilas,na ganin dama,na ganin dama
oracle,magana,NA,magana
oration,oration,tsararren zance,tsararren zance
orchestra,makada,NA,makada
ordained,kaddara,NA,kaddara
ordination,nadawa,NA,nadawa
organic,kwayoyin halitta,NA,kwayoyin halitta
organization,kungiya,NA,kungiya
organize,shirya,NA,shirya
organized,shirya,NA,shirya
orgasm,inzali,NA,inzali
ornamented,ado,NA,ado
ornate,ado,NA,ado
outburst,fita waje,tarwatsewa,tarwatsewa
outcome,sakamako,NA,sakamako
outward,waje,NA,waje
overwhelming,rinjaye,NA,rinjaye
ownership,mallaka,NA,mallaka
pacific,pacific,nutsuwa,nutsuwa
pad,kushin,NA,kushin
padding,padding,soso mai taushi,soso mai taushi
paddle,filafili,feda,feda
palatable,mai daɗi,NA,mai daɗi
palliative,palliative,kayan tallafi,kayan tallafi
panacea,panacea,mafita,mafita
panache,damuwa,NA,damuwa
panier,panier,kwandon keke,kwandon keke
paprika,paprika,garin yaji,garin yaji
parade,fareti,NA,fareti
paragon,paragon,abin kwaikwayo,abin kwaikwayo
paraphrase,fasara,NA,fasara
parentage,iyaye,NA,iyaye
partake,ci,sa hannu,sa hannu
participation,sa hannu,NA,sa hannu
partner,abokin tarayya,NA,abokin tarayya
partnership,haɗin gwiwa,NA,haɗin gwiwa
pastime,abin shagala,NA,abin shagala
pastor,fasto,NA,fasto
pastry,irin kek,sinadarin hada burodi,sinadarin hada burodi
pasture,makiyaya,NA,makiyaya
patent,patent,hujja,hujja
patriarchal,uban iyali,NA,uban iyali
patron,majiɓinci,NA,majiɓinci
patronage,goyon baya,NA,goyon baya
pay,biya,NA,biya
peacock,dawisu,NA,dawisu
peck,peck,tsakuri,tsakuri
peculiarity,peculiarity,kebancewa,kebancewa
pedigree,zuriya,NA,zuriya
penchant,marubuci,NA,marubuci
perceive,gane,NA,gane
perceptible,m,fahimta,fahimta
perennial,m,dadadde,dadadde
performer,mai wasan kwaikwayo,NA,mai wasan kwaikwayo
perk,riba,NA,riba
permission,izni,NA,izni
perpetuity,dawwama,NA,dawwama
persistence,dagewa,NA,dagewa
persistent,m,mai dagewa,mai dagewa
personable,mutum,na mutum,na mutum
pertinent,dacewa,NA,dacewa
petroleum,man fetur,NA,man fetur
pharmaceutical,magunguna,NA,magunguna
philanthropist,mai taimako,NA,mai taimako
philanthropy,kyautatawa,NA,kyautatawa
philosopher,falsafa,NA,falsafa
phoenix,phoenix,na musamman,na musamman
phonetic,sautin,NA,sautin
physician,likita,NA,likita
physics,kimiyyar lissafi,NA,kimiyyar lissafi
physiology,ilimin lissafi,NA,ilimin lissafi
physique,jiki,NA,jiki
pick,karba,NA,karba
picnic,wasan kwaikwayo,yawon shakatawa,yawon shakatawa
pill,kwaya,NA,kwaya
pillow,matashin kai,NA,matashin kai
pilot,matukin jirgi,NA,matukin jirgi
pioneer,majagaba,NA,majagaba
pious,ibada,NA,ibada
pith,pith,abu kadan mai ma'ana,abu kadan mai ma'ana
pivot,pivot,mai muhimmanci,mai muhimmanci
placid,placid,mara fusata,mara fusata
planning,shiryawa,NA,shiryawa
playground,filin wasa,NA,filin wasa
playhouse,gidan wasa,NA,gidan wasa
pledge,jingina,NA,jingina
plenary,taro,NA,taro
plexus,plexus,mahadin jijiyoyi da naman jiki,mahadin jijiyoyi da naman jiki
plum,plum,muhimmin abu,muhimmin abu
plumb,marmaro,NA,marmaro
ply,tara,NA,tara
pointedly,a hankali,NA,a hankali
police,'yan sanda,NA,'yan sanda
policeman,dan sanda,NA,dan sanda
polish,goge,NA,goge
politic,siyasa,NA,siyasa
pool,tafki,NA,tafki
pope,shugaban Kirista,NA,shugaban Kirista
popularity,shahara,NA,shahara
popularized,sananne,NA,sananne
population,yawan jama'a,NA,yawan jama'a
possess,mallaka,NA,mallaka
potable,mai iyawa,NA,mai iyawa
potency,iko,NA,iko
practice,yi,NA,yi
practiced,aikatawa,NA,aikatawa
practise,yi,NA,yi
precaution,kiyayewa,NA,kiyayewa
precede,gaba,NA,gaba
precedence,fifiko,NA,fifiko
precision,daidaici,NA,daidaici
predilection,predilection,kewar wani abu,kewar wani abu
predominant,rinjaye,mai rinjaye,mai rinjaye
premises,wuri,NA,wuri
prepare,shirya,NA,shirya
prescient,m,ilimin gaibu,ilimin gaibu
presence,kasancewar,NA,kasancewar
present,gabatar,NA,gabatar
presentable,mai gabatarwa,NA,mai gabatarwa
presentment,gabatarwa,NA,gabatarwa
preservative,mai kiyayewa,NA,mai kiyayewa
preserve,tsare,NA,tsare
president,shugaban kasa,NA,shugaban kasa
presto,presto,ba- zata,ba- zata
prevail,rinjaye,NA,rinjaye
prevention,rigakafi,NA,rigakafi
priest,firist,malamin majami'a,malamin majami'a
priesthood,firist,harkar majami'a,harkar majami'a
priestly,firist,na majami'a,na majami'a
primacy,fifiko,NA,fifiko
primary,na farko,NA,na farko
prime,Firayim,wanda ya dace,wanda ya dace
primer,firamare,littafin koyar da yara,littafin koyar da yara
prince,yarima,NA,yarima
princely,yarima,NA,yarima
princess,gimbiya,NA,gimbiya
principal,babba,NA,babba
pristine,mara kyau,NA,mara kyau
probity,kusanci,NA,kusanci
procedure,hanya,NA,hanya
procession,jerin gwano,NA,jerin gwano
proctor,proctor,mai kula da jarrabawa,mai kula da jarrabawa
procure,saya,NA,saya
prodigal,mazinaci,mai ta'adi,mai ta'adi
producer,furodusa,mai samarwa,mai samarwa
producing,samarwa,NA,samarwa
production,samarwa,NA,samarwa
productivity,yawan aiki,NA,yawan aiki
profession,sana'a,NA,sana'a
professional,ƙwararre,NA,ƙwararre
professor,farfesa,shehun malamin boko,shehun malamin boko
proficiency,ƙwarewa,NA,ƙwarewa
progression,ci gaba,NA,ci gaba
prominently,sananne,NA,sananne
promotion,gabatarwa,NA,gabatarwa
prop,prop,na'ura mai tallafawa jiki,na'ura mai tallafawa jiki
prophet,annabi,NA,annabi
prophylactic,prophylactic,me dakile cututtuka,me dakile cututtuka
proposition,shawara,NA,shawara
protecting,karewa,NA,karewa
protector,majiɓinci,mai kariya,mai kariya
prove,tabbatar,NA,tabbatar
proverbial,karin magana,NA,karin magana
